customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_band,tenure_sort_index
C00336,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.75,922.01,No,0,13-24,3
C00337,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,61.75,597.48,No,0,7-12,2
C00338,Female,0,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,20.4,244.3,Yes,1,7-12,2
C00339,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,55.5,686.63,Yes,1,13-24,3
C00340,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,57.5,58.71,No,0,0-6,1
C00341,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,64.42,414.78,No,0,0-6,1
C00342,Male,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,41.53,1067.92,No,0,25-48,4
C00343,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,57.78,1112.78,No,0,13-24,3
C00344,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card,40.88,623.62,Yes,1,13-24,3
C00345,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,56.49,114.65,No,0,0-6,1
C00346,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,34.84,2279.66,No,0,49-72,5
C00347,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.5,4210.51,No,0,49-72,5
C00348,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,43.14,3262.99,No,0,49-72,5
C00349,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,42.98,550.69,No,0,7-12,2
C00350,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.02,3150.98,No,0,25-48,4
C00351,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,40.71,784.02,No,0,13-24,3
C00352,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer,51.42,836.76,Yes,1,13-24,3
C00353,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,58.8,890.94,No,0,13-24,3
C00354,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,40.92,861.49,No,0,13-24,3
C00355,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,47.08,2195.34,Yes,1,25-48,4
C00356,Female,1,No,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card,42.24,1028.92,No,0,25-48,4
C00357,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,66.45,3056.35,No,0,25-48,4
C00358,Male,0,No,No,61,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.24,3289.43,Yes,1,49-72,5
C00359,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card,42.53,3011.24,No,0,49-72,5
C00360,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.07,2838.9,Yes,1,25-48,4
C00361,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,59.93,1452.54,Yes,1,13-24,3
C00362,Female,1,Yes,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.29,485.26,No,0,13-24,3
C00363,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,56.65,1449.51,Yes,1,13-24,3
C00364,Male,0,No,Yes,39,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card,36.4,1409.78,Yes,1,25-48,4
C00365,Male,1,No,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.5,2003.15,No,0,49-72,5
C00366,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,27.5,942.08,No,0,25-48,4
C00367,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.41,1389.26,Yes,1,25-48,4
C00368,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.36,184.25,No,0,0-6,1
C00369,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,56.18,1928.4,Yes,1,25-48,4
C00370,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,63.3,1590.78,No,0,25-48,4
C00371,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.79,2976.66,No,0,25-48,4
C00372,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,28.43,1624.89,No,0,49-72,5
C00373,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,56.51,1896.8,Yes,1,25-48,4
C00374,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.99,285.25,Yes,1,0-6,1
C00375,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,46.29,2300.87,No,0,49-72,5
C00376,Female,1,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,44.77,772.18,No,0,13-24,3
C00377,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.03,491.92,Yes,1,7-12,2
C00378,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,63.94,2700.09,No,0,25-48,4
C00379,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,58.43,1434.36,Yes,1,13-24,3
C00380,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,56.87,1763.87,Yes,1,25-48,4
C00381,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,55.96,1323.77,No,0,13-24,3
C00382,Male,0,No,Yes,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,36.64,1011.74,No,0,25-48,4
C00383,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,36.8,702.51,Yes,1,13-24,3
C00384,Male,1,Yes,No,38,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.89,924.72,No,0,25-48,4
C00385,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,67.43,349.23,Yes,1,0-6,1
C00386,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.77,923.2,Yes,1,13-24,3
C00387,Male,0,No,No,49,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,42.18,2213.91,No,0,49-72,5
C00388,Female,0,No,No,1,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.43,27.01,Yes,1,0-6,1
C00389,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,38.57,907.97,Yes,1,25-48,4
C00390,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,38.9,2523.97,No,0,49-72,5
C00391,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,32.15,2495.71,Yes,1,49-72,5
C00392,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.82,1291.77,Yes,1,13-24,3
C00393,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,66.1,959.61,Yes,1,13-24,3
C00394,Male,1,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,51.03,2369.42,No,0,25-48,4
C00395,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,64.75,2585.59,No,0,25-48,4
C00396,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,57.53,2985.28,Yes,1,49-72,5
C00397,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,36.78,1958.41,No,0,49-72,5
C00398,Female,1,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,32.95,600.54,No,0,13-24,3
C00399,Female,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.05,1061.07,No,0,25-48,4
C00400,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,58.42,1444.54,No,0,25-48,4
C00401,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,59.7,2300.39,Yes,1,25-48,4
C00402,Female,0,Yes,Yes,30,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.0,498.55,No,0,25-48,4
C00403,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,61.04,1154.75,No,0,13-24,3
C00404,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.49,3278.25,Yes,1,49-72,5
C00405,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,52.68,4088.32,No,0,49-72,5
C00406,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.46,326.6,No,0,7-12,2
C00407,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,63.9,1637.36,No,0,13-24,3
C00408,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.88,1058.14,No,0,13-24,3
C00409,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,59.3,1433.26,No,0,25-48,4
C00410,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.71,3754.86,No,0,49-72,5
C00411,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,55.63,213.43,No,0,0-6,1
C00412,Female,0,Yes,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.98,497.05,No,0,13-24,3
C00413,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.56,1619.45,Yes,1,25-48,4
C00414,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.68,2294.58,No,0,25-48,4
C00415,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,50.2,660.31,No,0,13-24,3
C00416,Male,0,Yes,No,28,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.1,768.16,No,0,25-48,4
C00417,Male,0,No,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,39.79,1005.49,Yes,1,25-48,4
C00418,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.12,3224.09,No,0,49-72,5
C00419,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.25,2613.03,No,0,25-48,4
C00420,Male,1,No,Yes,55,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1028.91,Yes,1,49-72,5
C00421,Female,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.12,1818.33,No,0,49-72,5
C00422,Male,0,No,No,37,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,31.85,1101.44,Yes,1,25-48,4
C00423,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,32.91,31.93,Yes,1,0-6,1
C00424,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,62.52,523.47,Yes,1,7-12,2
C00425,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,60.84,924.27,Yes,1,13-24,3
C00426,Male,0,No,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,34.08,1045.71,Yes,1,25-48,4
C00427,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.3,4567.85,Yes,1,49-72,5
C00428,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,64.2,1970.41,No,0,25-48,4
C00429,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.66,560.24,No,0,13-24,3
C00430,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.67,2571.59,No,0,49-72,5
C00431,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,36.23,1741.49,Yes,1,25-48,4
C00432,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.89,1066.59,No,0,13-24,3
C00433,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,57.19,3989.2,No,0,49-72,5
C00434,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37.5,539.79,No,0,13-24,3
C00435,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.52,1512.72,Yes,1,25-48,4
C00436,Male,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.0,338.24,No,0,13-24,3
C00437,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,56.33,3856.02,No,0,49-72,5
C00438,Female,0,No,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.64,398.7,No,0,13-24,3
C00439,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,38.02,1141.53,No,0,25-48,4
C00440,Male,1,Yes,No,49,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.14,918.97,Yes,1,49-72,5
C00441,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,66.24,314.57,Yes,1,0-6,1
C00442,Male,1,Yes,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,20.19,412.11,No,0,13-24,3
C00443,Male,0,No,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.08,329.35,No,0,13-24,3
C00444,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.91,698.55,Yes,1,7-12,2
C00445,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.94,1587.31,Yes,1,25-48,4
C00446,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,57.67,1812.34,No,0,25-48,4
C00447,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,63.73,1866.36,No,0,25-48,4
C00448,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,64.34,952.24,Yes,1,13-24,3
C00449,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,43.33,453.45,Yes,1,7-12,2
C00450,Female,0,No,Yes,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,39.28,535.02,No,0,13-24,3
C00451,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,62.35,4616.46,No,0,49-72,5
C00452,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.68,782.04,Yes,1,13-24,3
C00453,Female,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.78,2118.08,No,0,25-48,4
C00454,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.44,675.53,Yes,1,7-12,2
C00455,Female,0,No,Yes,49,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,41.14,1866.63,No,0,49-72,5
C00456,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,54.16,2290.24,No,0,25-48,4
C00457,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,61.43,461.08,No,0,7-12,2
C00458,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,35.91,868.19,Yes,1,13-24,3
C00459,Female,0,No,No,37,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,55.4,1976.22,Yes,1,25-48,4
C00460,Female,0,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.87,536.84,No,0,25-48,4
C00461,Male,0,No,Yes,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,25.13,1883.56,No,0,49-72,5
C00462,Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,60.69,1114.17,Yes,1,13-24,3
C00463,Male,1,No,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.62,418.95,No,0,13-24,3
C00464,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,32.24,1388.55,Yes,1,25-48,4
C00465,Female,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,56.78,2251.38,Yes,1,25-48,4
C00466,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card,57.83,1505.19,Yes,1,25-48,4
C00467,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,38.54,484.37,Yes,1,13-24,3
C00468,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,60.81,2249.37,No,0,25-48,4
C00469,Male,0,No,Yes,24,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,400.12,No,0,13-24,3
C00470,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,41.84,859.15,No,0,13-24,3
C00471,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,35.97,296.69,Yes,1,7-12,2
C00472,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,56.1,2123.07,No,0,25-48,4
C00473,Male,1,Yes,No,40,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,57.7,2229.25,No,0,25-48,4
C00474,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,58.78,2833.23,Yes,1,25-48,4
C00475,Female,1,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,37.19,2162.76,Yes,1,49-72,5
C00476,Female,1,No,No,22,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.89,785.47,No,0,13-24,3
C00477,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,61.09,978.37,No,0,13-24,3
C00478,Male,1,No,Yes,22,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.44,430.4,No,0,13-24,3
C00479,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,53.66,3961.81,Yes,1,49-72,5
C00480,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.1,862.51,Yes,1,13-24,3
C00481,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,55.9,923.29,No,0,13-24,3
C00482,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.59,694.8,Yes,1,7-12,2
C00483,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,53.61,1244.72,Yes,1,13-24,3
C00484,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,59.61,1210.8,Yes,1,13-24,3
C00485,Male,0,No,Yes,26,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,37.88,1031.05,No,0,25-48,4
C00486,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,55.76,281.13,Yes,1,0-6,1
C00487,Male,0,Yes,No,4,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.99,113.11,Yes,1,0-6,1
C00488,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card,69.36,595.14,No,0,7-12,2
C00489,Male,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,47.47,1482.96,No,0,25-48,4
C00490,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,60.42,3814.28,No,0,49-72,5
C00491,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,70.39,2618.08,No,0,25-48,4
C00492,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card,40.63,1227.35,No,0,25-48,4
C00493,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,61.32,4367.23,Yes,1,49-72,5
C00494,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.81,3209.25,No,0,49-72,5
C00495,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.18,2618.46,No,0,49-72,5
C00496,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,54.09,377.42,Yes,1,7-12,2
C00497,Male,0,Yes,No,68,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.27,1246.18,No,0,49-72,5
C00498,Male,0,No,No,42,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.89,1080.68,No,0,25-48,4
C00499,Female,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,65.37,3455.14,No,0,49-72,5
C00500,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,33.22,742.34,No,0,13-24,3
C00501,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,36.84,2082.31,No,0,49-72,5
C00502,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,69.24,723.35,No,0,7-12,2
C00503,Male,0,No,Yes,39,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.87,962.95,Yes,1,25-48,4
C00504,Male,0,No,No,26,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,29.28,814.33,Yes,1,25-48,4
