customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00376,Female,1,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,44.77,772.18,No
C00377,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.03,491.92,Yes
C00378,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,63.94,2700.09,No
C00379,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,58.43,1434.36,Yes
C00380,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,56.87,1763.87,Yes
C00381,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,55.96,1323.77,No
C00382,Male,0,No,Yes,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,36.64,1011.74,No
C00383,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,36.8,702.51,Yes
C00384,Male,1,Yes,No,38,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.89,924.72,No
C00385,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,67.43,349.23,Yes
C00386,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.77,923.2,Yes
C00387,Male,0,No,No,49,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,42.18,2213.91,No
C00388,Female,0,No,No,1,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.43,27.01,Yes
C00389,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,38.57,907.97,Yes
C00390,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,38.9,2523.97,No
C00391,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,32.15,2495.71,Yes
C00392,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.82,1291.77,Yes
C00393,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,66.1,959.61,Yes
C00394,Male,1,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,51.03,2369.42,No
C00395,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,64.75,2585.59,No
C00396,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,57.53,2985.28,Yes
C00397,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,36.78,1958.41,No
C00398,Female,1,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,32.95,600.54,No
C00399,Female,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.05,1061.07,No
C00400,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,58.42,1444.54,No
C00401,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,59.7,2300.39,Yes
C00402,Female,0,Yes,Yes,30,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.0,498.55,No
C00403,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,61.04,1154.75,No
C00404,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.49,3278.25,Yes
C00405,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,52.68,4088.32,No
C00406,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.46,326.6,No
C00407,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,63.9,1637.36,No
C00408,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.88,1058.14,No
C00409,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,59.3,1433.26,No
C00410,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.71,3754.86,No
C00411,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,55.63,213.43,No
C00412,Female,0,Yes,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.98,497.05,No
C00413,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.56,1619.45,Yes
C00414,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.68,2294.58,No
C00415,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,50.2,660.31,No
C00416,Male,0,Yes,No,28,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.1,768.16,No
C00417,Male,0,No,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,39.79,1005.49,Yes
C00418,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.12,3224.09,No
C00419,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.25,2613.03,No
C00420,Male,1,No,Yes,55,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1028.91,Yes
C00421,Female,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.12,1818.33,No
C00422,Male,0,No,No,37,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,31.85,1101.44,Yes
C00423,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,32.91,31.93,Yes
C00424,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,62.52,523.47,Yes
C00425,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,60.84,924.27,Yes
C00426,Male,0,No,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,34.08,1045.71,Yes
C00427,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.3,4567.85,Yes
C00428,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,64.2,1970.41,No
C00429,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.66,560.24,No
C00430,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.67,2571.59,No
C00431,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,36.23,1741.49,Yes
C00432,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.89,1066.59,No
C00433,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,57.19,3989.2,No
C00434,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37.5,539.79,No
C00435,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.52,1512.72,Yes
C00436,Male,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.0,338.24,No
C00437,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,56.33,3856.02,No
C00438,Female,0,No,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.64,398.7,No
C00439,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,38.02,1141.53,No
C00440,Male,1,Yes,No,49,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.14,918.97,Yes
C00441,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,66.24,314.57,Yes
C00442,Male,1,Yes,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,20.19,412.11,No
C00443,Male,0,No,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.08,329.35,No
C00444,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.91,698.55,Yes
C00445,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.94,1587.31,Yes
C00446,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,57.67,1812.34,No
C00447,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,63.73,1866.36,No
C00448,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,64.34,952.24,Yes
C00449,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,43.33,453.45,Yes
C00450,Female,0,No,Yes,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,39.28,535.02,No
C00451,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,62.35,4616.46,No
C00452,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.68,782.04,Yes
C00453,Female,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.78,2118.08,No
C00454,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.44,675.53,Yes
C00455,Female,0,No,Yes,49,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,41.14,1866.63,No
C00456,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,54.16,2290.24,No
C00457,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,61.43,461.08,No
C00458,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,35.91,868.19,Yes
C00459,Female,0,No,No,37,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,55.4,1976.22,Yes
C00460,Female,0,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.87,536.84,No
C00461,Male,0,No,Yes,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,25.13,1883.56,No
C00462,Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,60.69,1114.17,Yes
C00463,Male,1,No,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.62,418.95,No
C00464,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,32.24,1388.55,Yes
C00465,Female,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,56.78,2251.38,Yes
C00466,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card,57.83,1505.19,Yes
C00467,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,38.54,484.37,Yes
C00468,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,60.81,2249.37,No
C00469,Male,0,No,Yes,24,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,400.12,No
C00470,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,41.84,859.15,No
C00471,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,35.97,296.69,Yes
C00472,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,56.1,2123.07,No
C00473,Male,1,Yes,No,40,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,57.7,2229.25,No
C00474,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,58.78,2833.23,Yes
C00475,Female,1,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,37.19,2162.76,Yes
C00476,Female,1,No,No,22,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.89,785.47,No
C00477,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,61.09,978.37,No
C00478,Male,1,No,Yes,22,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.44,430.4,No
C00479,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,53.66,3961.81,Yes
C00480,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.1,862.51,Yes
C00481,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,55.9,923.29,No
C00482,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.59,694.8,Yes
C00483,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,53.61,1244.72,Yes
C00484,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,59.61,1210.8,Yes
C00485,Male,0,No,Yes,26,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,37.88,1031.05,No
C00486,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,55.76,281.13,Yes
C00487,Male,0,Yes,No,4,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.99,113.11,Yes
C00488,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card,69.36,595.14,No
C00489,Male,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,47.47,1482.96,No
C00490,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,60.42,3814.28,No
C00491,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,70.39,2618.08,No
C00492,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card,40.63,1227.35,No
C00493,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,61.32,4367.23,Yes
C00494,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.81,3209.25,No
C00495,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.18,2618.46,No
C00496,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,54.09,377.42,Yes
C00497,Male,0,Yes,No,68,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.27,1246.18,No
C00498,Male,0,No,No,42,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.89,1080.68,No
C00499,Female,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,65.37,3455.14,No
C00500,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,33.22,742.34,No
C00501,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,36.84,2082.31,No
C00502,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,69.24,723.35,No
C00503,Male,0,No,Yes,39,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.87,962.95,Yes
C00504,Male,0,No,No,26,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,29.28,814.33,Yes
C00505,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,62.92,795.39,No
C00506,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,39.76,926.85,No
C00507,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,38.89,1924.1,No
C00508,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.24,1076.6,Yes
C00509,Male,1,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,65.63,3563.51,Yes
C00510,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.57,841.3,Yes
C00511,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.45,2719.64,Yes
C00512,Male,1,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,498.58,Yes
C00513,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,61.39,2589.09,No
C00514,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,58.26,1977.17,No
C00515,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,50.86,1005.11,Yes
C00516,Female,1,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,65.03,4559.06,No
C00517,Male,0,Yes,No,43,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.1,917.77,No
C00518,Male,0,No,No,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,36.67,565.02,No
C00519,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,61.23,1681.69,No
C00520,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,60.36,3630.26,No
C00521,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,53.22,1815.16,No
C00522,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,36.03,271.38,Yes
C00523,Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,64.12,3321.09,Yes
C00524,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.01,1679.67,Yes
C00525,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,29.33,789.92,No
C00526,Male,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,70.87,272.08,No
C00527,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,38.68,662.44,No
C00528,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,67.75,2337.6,No
C00529,Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,57.5,3636.88,No
C00530,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,34.09,430.74,No
C00531,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.35,1562.28,Yes
C00532,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.22,494.2,No
C00533,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,37.5,1932.11,Yes
C00534,Male,0,Yes,Yes,33,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,29.51,1026.95,No
C00535,Female,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card,34.64,634.02,No
C00536,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,36.17,1547.89,Yes
C00537,Male,0,Yes,No,22,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,407.57,No
C00538,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.99,1508.3,Yes
C00539,Female,0,Yes,Yes,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.85,1247.32,Yes
C00540,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,40.1,783.34,No
C00541,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,51.57,1949.33,Yes
C00542,Female,1,No,Yes,21,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,46.91,909.45,No
C00543,Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,60.14,2917.13,No
C00544,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,59.9,1262.56,No
C00545,Male,0,Yes,No,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.02,819.05,No
C00546,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,60.69,3546.5,No
C00547,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,59.95,3542.8,Yes
C00548,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,21.16,681.07,Yes
C00549,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,37.31,1351.74,No
C00550,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,38.43,1273.73,No
C00551,Female,1,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,57.29,815.96,No
C00552,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.96,582.56,No
C00553,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,32.54,2510.41,Yes
C00554,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.55,1598.71,No
C00555,Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.49,513.95,Yes
C00556,Female,1,No,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,38.28,2332.65,Yes
C00557,Male,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,49.3,413.3,Yes
C00558,Female,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.31,1385.17,Yes
C00559,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.8,327.15,Yes
C00560,Male,0,Yes,No,8,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.78,187.51,Yes
C00561,Male,0,Yes,No,35,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.49,722.69,Yes
